Objects
30
,,Global Angle Crazyflie_01:Crazyflie_01,,,,,,Global Angle LowerTriangle:LowerTriangle,,,,,,Global Angle MXS:MXS,,,,,,Global Angle clover13:clover13,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
149,0,,,,,,,,,,,,,1.150361,1.145389,-1.349864,1040.667480,1043.658813,601.084534,,,,,,
150,0,,,,,,,,,,,,,1.145038,1.149383,-1.344010,1041.116699,1043.687378,600.841919,,,,,,
151,0,,,,,,,,,,,,,1.140531,1.151967,-1.338933,1041.116211,1043.741821,600.861389,,,,,,
152,0,,,,,,,,,,,,,1.135594,1.154793,-1.333374,1041.190918,1043.723145,600.822449,,,,,,
153,0,,,,,,,,,,,,,1.129789,1.158444,-1.326898,1041.258911,1043.778564,600.850403,,,,,,
154,0,,,,,,,,,,,,,1.121006,1.162588,-1.317806,1041.611572,1044.703979,601.282471,,,,,,
155,0,,,,,,,,,,,,,1.115602,1.167276,-1.311447,1041.852783,1044.029053,600.700745,,,,,,
156,0,,,,,,,,,,,,,1.109426,1.171114,-1.304296,1042.243286,1044.170044,600.698914,,,,,,
157,0,,,,,,,,,,,,,1.100791,1.174731,-1.295891,1042.388184,1045.130493,601.193420,,,,,,
158,0,,,,,,,,,,,,,1.093956,1.178558,-1.288723,1042.701294,1045.188354,601.170776,,,,,,
159,0,,,,,,,,,,,,,1.086782,1.182539,-1.280942,1043.178833,1045.657837,601.074707,,,,,,
160,0,,,,,,,,,,,,,1.081724,1.185772,-1.274913,1043.515747,1045.832642,601.120605,,,,,,
161,0,,,,,,,,,,,,,1.076738,1.188635,-1.269873,1043.773804,1045.970215,601.101746,,,,,,
162,0,,,,,,,,,,,,,1.072936,1.190631,-1.266134,1043.879517,1045.974609,601.131592,,,,,,
163,0,,,,,,,,,,,,,1.069848,1.192626,-1.261958,1044.508423,1046.599976,601.280212,,,,,,
164,0,,,,,,,,,,,,,1.068272,1.193121,-1.260937,1044.751831,1046.476685,601.275330,,,,,,
165,0,,,,,,,,,,,,,1.067667,1.193468,-1.259974,1045.171997,1046.752808,601.317078,,,,,,
166,0,,,,,,,,,,,,,1.067857,1.193149,-1.260198,1045.531982,1046.905884,601.301270,,,,,,
167,0,,,,,,,,,,,,,1.069361,1.192361,-1.261820,1045.863647,1047.102905,601.253052,,,,,,
168,0,,,,,,,,,,,,,1.071776,1.190951,-1.264664,1046.166992,1047.389648,601.213806,,,,,,
169,0,,,,,,,,,,,,,1.075525,1.188551,-1.268748,1046.519287,1047.491943,601.286194,,,,,,
170,0,,,,,,,,,,,,,1.079634,1.185895,-1.273630,1046.740479,1047.778076,601.232178,,,,,,
171,0,,,,,,,,,,,,,1.085783,1.183291,-1.279632,1047.023071,1048.047729,601.205933,,,,,,
172,0,,,,,,,,,,,,,1.091471,1.180188,-1.285201,1047.364624,1048.477295,601.236633,,,,,,
173,0,,,,,,,,,,,,,1.097823,1.176563,-1.291615,1047.498413,1048.902222,601.475830,,,,,,
174,0,,,,,,,,,,,,,1.106491,1.172427,-1.302035,1047.294678,1047.428223,600.773071,,,,,,
175,0,,,,,,,,,,,,,1.112801,1.168714,-1.309246,1047.584595,1047.513428,600.660278,,,,,,
176,0,,,,,,,,,,,,,1.119339,1.165652,-1.315628,1047.991333,1048.048340,600.617249,,,,,,
177,0,,,,,,,,,,,,,1.126438,1.160616,-1.324175,1047.730469,1047.919312,600.673462,,,,,,
178,0,,,,,,,,,,,,,1.132286,1.157326,-1.330101,1048.128418,1048.012085,600.586487,,,,,,
179,0,,,,,,,,,,,,,1.137130,1.154952,-1.335878,1048.285034,1048.121704,600.626892,,,,,,
180,0,,,,,,,,,,,,,1.142109,1.151904,-1.341567,1048.422607,1048.206055,600.647156,,,,,,
181,0,,,,,,,,,,,,,1.147416,1.148920,-1.347876,1047.917725,1048.296631,600.555176,,,,,,
182,0,,,,,,,,,,,,,1.150629,1.147450,-1.350723,1048.218506,1048.447632,600.513245,,,,,,
183,0,,,,,,,,,,,,,1.151682,1.146780,-1.352027,1048.376099,1048.392334,600.443726,,,,,,
184,0,,,,,,,,,,,,,1.152792,1.146208,-1.352885,1048.479736,1048.362915,600.379517,,,,,,
185,0,,,,,,,,,,,,,1.152613,1.146193,-1.352781,1048.521606,1048.294067,600.410217,,,,,,
186,0,,,,,,,,,,,,,1.151550,1.146764,-1.351877,1048.400146,1048.207886,600.457581,,,,,,
187,0,,,,,,,,,,,,,1.149784,1.147757,-1.350132,1048.252686,1048.192017,600.497437,,,,,,
188,0,,,,,,,,,,,,,1.147130,1.148916,-1.347803,1047.963379,1047.940186,600.584900,,,,,,
189,0,,,,,,,,,,,,,1.141647,1.152672,-1.341727,1048.279785,1047.771851,600.278931,,,,,,
190,0,,,,,,,,,,,,,1.137326,1.155167,-1.336488,1048.140869,1047.614624,600.397095,,,,,,
191,0,,,,,,,,,,,,,1.131953,1.157707,-1.330524,1048.101562,1047.346680,600.399353,,,,,,
192,0,,,,,,,,,,,,,1.126419,1.160809,-1.324629,1047.748169,1047.048340,600.546997,,,,,,
193,0,,,,,,,,,,,,,1.119378,1.165449,-1.316851,1047.884766,1046.981567,600.421814,,,,,,
194,0,,,,,,,,,,,,,1.113014,1.168710,-1.310140,1047.589233,1046.584961,600.400574,,,,,,
195,0,,,,,,,,,,,,,1.106817,1.172480,-1.302151,1047.694092,1046.776245,600.618408,,,,,,
196,0,,,,,,,,,,,,,1.098422,1.176158,-1.292313,1047.809326,1048.064941,601.479736,,,,,,
197,0,,,,,,,,,,,,,1.092858,1.178680,-1.287886,1047.215820,1047.016113,601.322754,,,,,,
198,0,,,,,,,,,,,,,1.086890,1.182923,-1.280595,1047.352295,1047.425171,601.155518,,,,,,
199,0,,,,,,,-0.001022,0.002952,0.046148,1035.785645,1042.294556,565.797363,1.081338,1.186007,-1.274916,1046.954590,1047.156250,601.166321,,,,,,
200,0,,,,,,,0.000058,0.002846,0.051672,1035.530396,1042.091309,565.893311,1.077307,1.188138,-1.270476,1046.766602,1046.858643,601.188782,,,,,,
201,0,,,,,,,-0.000562,0.002484,0.055997,1035.092529,1041.682617,565.748047,1.073896,1.189901,-1.266857,1046.498047,1046.594360,601.246948,,,,,,
202,0,,,,,,,-0.000311,0.003049,0.059909,1034.892334,1041.634644,565.716187,1.071572,1.191440,-1.264354,1046.169678,1046.368164,601.210327,,,,,,
203,0,,,,,,,-0.000305,0.003124,0.061800,1034.595093,1041.366943,565.726196,1.070313,1.192222,-1.262918,1045.819702,1046.163574,601.170654,,,,,,
204,0,,,,,,,-0.000297,0.003088,0.062196,1034.286499,1041.180298,565.766663,1.070012,1.192340,-1.262506,1045.571167,1045.935303,601.184937,,,,,,
205,0,,,,,,,-0.000515,0.002728,0.060944,1033.949829,1040.914551,565.849792,1.070783,1.192031,-1.263474,1045.204834,1045.707153,601.137390,,,,,,
206,0,,,,,,,-0.000863,0.002688,0.058567,1033.647095,1040.814331,565.936768,1.072710,1.190935,-1.265185,1044.878052,1045.662598,601.294189,,,,,,
207,0,,,,,,,-0.000030,0.004376,0.054635,1033.256592,1040.645630,565.567749,1.075471,1.189165,-1.268848,1044.501587,1045.215332,601.133118,,,,,,
208,0,,,,,,,-0.001386,0.002002,0.049094,1032.839722,1040.444336,565.991028,1.079222,1.187062,-1.272782,1044.179443,1045.115723,601.046814,,,,,,
209,0,,,,,,,-0.001266,0.003784,0.044046,1032.647339,1040.565430,565.813477,1.084234,1.184012,-1.278667,1043.639038,1044.695435,601.118835,,,,,,
210,0,,,,,,,0.000139,0.003252,0.035065,1031.703003,1040.406616,565.247620,1.088445,1.181343,-1.283067,1043.564209,1044.908081,601.132080,,,,,,
211,0,,,,,,,-0.000175,0.002842,0.026909,1031.083008,1040.498779,565.091980,1.094855,1.178596,-1.289284,1043.272217,1044.972534,601.084290,,,,,,
212,0,,,,,,,0.001406,0.002057,0.016634,1030.701294,1040.295044,565.324829,1.102066,1.173647,-1.297505,1042.773315,1044.355347,601.231934,,,,,,
213,0,,,,,,,0.001039,0.003067,0.008655,1030.712524,1040.346069,565.429199,1.108430,1.169972,-1.304273,1042.450317,1044.289429,601.230347,,,,,,
214,0,,,,,,,0.001327,0.002515,-0.001238,1030.059326,1040.381348,565.281189,1.113700,1.166620,-1.310378,1042.152344,1044.242798,601.150940,,,,,,
215,0,,,,,,,0.001153,0.002732,-0.009942,1029.868286,1040.406128,565.344360,1.120084,1.163037,-1.316903,1041.913818,1044.228760,601.257507,,,,,,
216,0,,,,,,,0.001453,0.001761,-0.019879,1029.539673,1039.974976,565.511536,1.126961,1.158520,-1.323988,1041.360718,1044.274658,601.579956,,,,,,
217,0,,,,,,,0.001540,0.001201,-0.028339,1028.963745,1040.144409,565.291138,1.132593,1.155039,-1.329433,1041.275879,1044.521240,601.803833,,,,,,
218,0,,,,,,,0.001221,0.001975,-0.034014,1028.997803,1040.533447,565.319092,1.137518,1.153403,-1.335666,1041.364014,1043.457764,600.865662,,,,,,
219,0,,,,,,,0.000782,0.002427,-0.039901,1029.006714,1040.441528,565.454163,1.141812,1.151043,-1.340375,1041.216064,1043.525146,600.885681,,,,,,
